手机名称,价格(￥),运行内存,电池容量,机身颜色,前置摄像头像素,后置摄像头像素,url
三星（SAMSUNG） 现货发售 全球购 note8 海外版6.3英寸6G+64G手机 旷野灰 64GB,5588.00,64GB,3000mAh-3999mAh,"枫叶金,旷野灰,迷夜黑",800万-1599万,1200万-1999万,https://item.jd.com/1995768740.html
三星（SAMSUNG） 三星 Galaxys 9/s9+全面屏双曲面智能手机港版拍照手机 S9+ 紫色 256G,7986.00,N/A,N/A,"S9 黑色,S9 紫色,S9 蓝色,S9+ 黑色,S9+ 紫色,S9+ 蓝色",N/A,N/A,https://item.jd.com/25908467516.html
老人手机H3移动联通卡片手机 学生迷你小手机8G内存 金色,285.00,N/A,N/A,"金色,玫红色,蓝色,白色,黑色",N/A,N/A,https://item.jd.com/21578190653.html
SAMSUNGS9+/S9,9999.00,N/A,N/A,"s9紫色,s9黑色,s9+紫色,s9+黑色,s9+蓝色",800万-1599万,1200万-1999万,https://item.jd.com/26052749877.html
三星（SAMSUNG） 三星 GALAXY  S8+ 6.2寸 全网通双曲屏智能手机 珊瑚蓝 港版全网通128GB,4858.00,64GB,3000mAh-3999mAh,"幻紫灰,珊瑚蓝,星夜黑,瑰蜜粉",800万-1599万,1200万-1999万,https://item.jd.com/1988213907.html
三星（SAMSUNG）C7 PRO C7010,2788.00,64GB,3000mAh-3999mAh,"金色,蓝色,粉红色",1600万及以上,1200万-1999万,https://item.jd.com/24603375594.html
三星（SAMSUNG） Galaxy J3 Pro（J3119S） 手机 金色（2GB+16GB） 电信4G版,798.00,16GB,2000mAh-2999mAh,金色系,500万-799万,500万-1199万,https://item.jd.com/16889963031.html
三星（SAMSUNG） GALAXY S8/S9/S8+/S9+面部虹膜识别智能手机 S8 幻紫灰 64GB 港版 双卡 全网通4G,3990.00,64GB,3000mAh-3999mAh,"S8 枫叶金,S8 幻紫灰,S8 星夜黑,S8+ 星夜黑,S8+ 珊瑚蓝,S8 瑰蜜粉,S8+ 醇酒红,S8+ 幻紫灰,S9 夕雾紫,S9 莱茵蓝,S9 谜夜黑,S9+ 谜夜黑,S9+ 夕雾紫,S9+ 莱茵蓝",800万-1599万,1200万-1999万,https://item.jd.com/1994929880.html
三星（SAMSUNG）三星3308,899.00,32GB,2000mAh-2999mAh,N/A,500万-799万,1200万-1999万,https://item.jd.com/16469375793.html
三星（SAMSUNG）Galaxy Note8,7288.00,N/A,N/A,"迷夜黑,旷野灰,星空蓝,芭比粉",N/A,N/A,https://item.jd.com/19937789970.html
三星（SAMSUNG） C7100 64GB 面容解锁 指纹双摄 移动电信4G手机 蔷薇粉 C7100(3GB+32GB)全网通,1799.00,64GB,N/A,"蔷薇粉,枫叶金,墨玉黑",1600万及以上,1200万-1999万,https://item.jd.com/23941153054.html
三星（SAMSUNG） 全球购 Galaxy Note8 现货 移动联通 海外版4G手机 星河蓝 6G+64G 单卡,7888.00,64GB,3000mAh-3999mAh,"谜夜黑,星河蓝,旷野灰,枫叶金",800万-1599万,N/A,https://item.jd.com/1988854006.html
三星（SAMSUNG） 现货发售 全球购 note8 海外版6.3英寸6G+64G手机 旷野灰 64GB,5588.00,64GB,3000mAh-3999mAh,"枫叶金,旷野灰,迷夜黑",800万-1599万,1200万-1999万,https://item.jd.com/1995768740.html
三星（SAMSUNG） 三星 Galaxys 9/s9+全面屏双曲面智能手机港版拍照手机 S9+ 紫色 256G,7986.00,N/A,N/A,"S9 黑色,S9 紫色,S9 蓝色,S9+ 黑色,S9+ 紫色,S9+ 蓝色",N/A,N/A,https://item.jd.com/25908467516.html
老人手机H3移动联通卡片手机 学生迷你小手机8G内存 金色,285.00,N/A,N/A,"金色,玫红色,蓝色,白色,黑色",N/A,N/A,https://item.jd.com/21578190653.html
SAMSUNGS9+/S9,9999.00,N/A,N/A,"s9紫色,s9黑色,s9+紫色,s9+黑色,s9+蓝色",800万-1599万,1200万-1999万,https://item.jd.com/26052749877.html
三星（SAMSUNG） 三星 GALAXY  S8+ 6.2寸 全网通双曲屏智能手机 珊瑚蓝 港版全网通128GB,4858.00,64GB,3000mAh-3999mAh,"幻紫灰,珊瑚蓝,星夜黑,瑰蜜粉",800万-1599万,1200万-1999万,https://item.jd.com/1988213907.html
三星（SAMSUNG）C7 PRO C7010,2788.00,64GB,3000mAh-3999mAh,"金色,蓝色,粉红色",1600万及以上,1200万-1999万,https://item.jd.com/24603375594.html
三星（SAMSUNG） Galaxy J3 Pro（J3119S） 手机 金色（2GB+16GB） 电信4G版,798.00,16GB,2000mAh-2999mAh,金色系,500万-799万,500万-1199万,https://item.jd.com/16889963031.html
三星（SAMSUNG） GALAXY S8/S9/S8+/S9+面部虹膜识别智能手机 S8 幻紫灰 64GB 港版 双卡 全网通4G,3990.00,64GB,3000mAh-3999mAh,"S8 枫叶金,S8 幻紫灰,S8 星夜黑,S8+ 星夜黑,S8+ 珊瑚蓝,S8 瑰蜜粉,S8+ 醇酒红,S8+ 幻紫灰,S9 夕雾紫,S9 莱茵蓝,S9 谜夜黑,S9+ 谜夜黑,S9+ 夕雾紫,S9+ 莱茵蓝",800万-1599万,1200万-1999万,https://item.jd.com/1994929880.html
三星（SAMSUNG）三星3308,899.00,32GB,2000mAh-2999mAh,N/A,500万-799万,1200万-1999万,https://item.jd.com/16469375793.html
三星（SAMSUNG）（ Galaxy S9SM-G9600）全网通4G手机双卡双待新品 谜夜黑 S9+（6GB+64GB）,7199.00,N/A,3000mAh-3999mAh,"谜夜黑,夕雾紫,莱茵蓝",N/A,1200万-1999万,https://item.jd.com/26199578512.html
三星Galaxy S8+ ,6188.00,64GB,3000mAh-3999mAh,N/A,800万-1599万,1200万-1999万,https://item.jd.com/5158916.html
三星（SAMSUNG）SM-G1650,1688.00,16GB,1200mAh-1999mAh,"碧玺红,帕托金,琉璃黑",500万-799万,500万-1199万,https://item.jd.com/26191836733.html
三星Galaxy S8,5688.00,64GB,3000mAh-3999mAh,N/A,800万-1599万,1200万-1999万,https://item.jd.com/5158892.html
三星 GALAXY Note8 全视曲面屏触控笔 年度旗舰 6.3英寸大屏4G商务智能手机 谜夜黑 6GB / 64GB  港版全网通4G,5888.00,支持内存卡,3000mAh-3999mAh,"谜夜黑,星河蓝,旷野灰,樱花粉",800万-1599万,1200万-1999万,https://item.jd.com/1996218509.html
三星（SAMSUNG） S9/ S9+ 港版/韩版/海外版  智能手机 面部虹膜识别带票 黑色 S9 港版128GB,6625.00,128GB,3000mAh-3999mAh,"黑色 S9,紫色 S9,蓝色 S9,黑色 S9+,紫色 S9+,蓝色 S9+,选购商品 单拍不发 手机壳",500万-799万,1200万-1999万,https://item.jd.com/25980087900.html
三星（SAMSUNG） GALAXY S8/S8+手机 双曲屏 面部识别虹膜 智能手机 枫叶金 S8+ （4GB+64GB）港版双卡全网通4G,5131.00,64GB,3000mAh-3999mAh,"枫叶金,幻紫灰,星夜黑,珊瑚蓝,闺蜜粉",800万-1599万,1200万-1999万,https://item.jd.com/24420764815.html
三星（SAMSUNG）Galaxy Note8,7399.00,支持内存卡,3000mAh-3999mAh,"谜夜黑,星河蓝,旷野灰",800万-1599万,N/A,https://item.jd.com/25455451398.html
三星（SAMSUNG）J2 Pro,1788.00,N/A,N/A,"金色,黑色",N/A,N/A,https://item.jd.com/25582515627.html
MELROSE C2超薄袖珍男女学生卡片个性直板电信版迷你小手机备用 黑色,268.00,N/A,N/A,"金色,军绿色,黑色",N/A,N/A,https://item.jd.com/25042596413.html
ulcool/优乐酷 V19 移动联通卡片小手机超薄非智能迷你超小袖珍直板学生手机 炫酷黑（移动联通版）,299.00,N/A,N/A,"炫酷黑（移动联通版）,土豪金（移动联通版）,香槟金（移动联通版）,气质银（移动联通版）,土豪金（电信版）,香槟金（电信版）,气质银（电信版）,炫酷黑（电信版））",N/A,N/A,https://item.jd.com/21527681897.html
三星W2018,21999.00,64GB,2000mAh-2999mAh,"雅金,典藏尊铂",500万-799万,1200万-1999万,https://item.jd.com/26228251853.html
三星（SAMSUNG） 现货急速发|三星S9+（G9650）手机 迷幻黑 S9+全网通(6GB+64GB),6699.00,128GB,3000mAh-3999mAh,"迷幻黑,莱茵蓝,夕雾紫",800万-1599万,1200万-1999万,https://item.jd.com/26198736246.html
三星 SAMSUNG Galaxy Note8全面屏 4G手机 双卡双待 星河蓝 6G+64G,6988.00,128GB,3000mAh-3999mAh,"星河蓝,芭比粉,旷野灰,迷夜黑",800万-1599万,1200万-1999万,https://item.jd.com/26218318708.html
三星（SAMSUNG）S9/S9+,5699.00,N/A,N/A,"S8迷夜黑 【4G运行内存】5.8英寸,S8夕雾紫【4G运行内存】5.8英寸,S8莱茵蓝【4G运行内存】5.8英寸,S8+迷夜黑【6G运行内存】6.2英寸,S8+夕雾紫【6G运行内存】6.2英寸,S8+莱茵蓝【6G运行内存】6.2英寸",800万-1599万,1200万-1999万,https://item.jd.com/26159663085.html
老人手机V5移动联通直板大屏大字大声按键老年人机老人机老人手机 V5黑色（移动联通）,178.00,N/A,N/A,"V5黑色（移动联通）,V5红色（移动联通）,V5金色（移动联通）",N/A,N/A,https://item.jd.com/21497377895.html
BIRD/波导 老人手机大字大声老年机超长待机直板按键QQ微信功能 香槟金,149.00,N/A,N/A,"香槟金,博雅黑,咖啡金,琉璃红,土豪金",N/A,N/A,https://item.jd.com/26011451916.html
三星SM-G9500,4999.00,64GB,3000mAh-3999mAh,"勃艮第红,绮梦金,雾屿蓝,芭比粉,烟晶灰,迷夜黑",800万-1599万,1200万-1999万,https://item.jd.com/26218867874.html
三星（SAMSUNG） S8/S8+/S9/S9+港版全网通 双曲屏面部虹膜识别智能手机 S8烟晶灰【港版现货】 256GB带发票全国联保,5208.00,N/A,N/A,"S9谜夜黑【港版现货】,S8烟晶灰【港版现货】,S8绮梦金【港版现货】,S8雾屿蓝【港版现货】,S8芭比粉【港版现货】,S8+谜夜黑【港版现货】,S8+烟晶灰【港版现货】,S8+绮梦金【港版现货】,S8+雾屿蓝【港版现货】,S8+芭比粉【港版现货】,S9夕雾紫【港版现货】,S8谜夜黑【港版现货】,S9莱茵蓝【港版现货】,S9+夕雾紫【港版现货】,S9+谜夜黑【港版现货】,S9+莱茵蓝【港版现货】",800万-1599万,1200万-1999万,https://item.jd.com/20061163130.html
SAMSUNG 三星S8+ G9550  全视曲面屏 移动电信联通 双卡双待4G手机 雾屿蓝 全网通(4G+64G),5499.00,N/A,N/A,"勃垦第红,绮梦金,雾屿蓝,芭比粉,烟晶灰,谜夜黑",N/A,N/A,https://item.jd.com/19780952248.html
三星 三星 Galaxy C8（SM-C7100）移动联通电信4G手机 双卡双待 枫叶金 4G 64G,1999.00,64GB,3000mAh-3999mAh,"枫叶金,蔷薇粉,墨玉黑",1600万及以上,1200万-1999万,https://item.jd.com/26227184838.html
三星（SAMSUNG） 现货急速发|三星S9（G9600）手机 谜夜黑 S9全网通(4GB+64GB),5799.00,128GB,3000mAh-3999mAh,"谜夜黑,莱茵蓝,夕雾紫",800万-1599万,1200万-1999万,https://item.jd.com/26196232402.html
三星（SAMSUNG） Galaxy S8/S8+ s9/S9+移动联通4G 全网通4G 紫色 港版全网4G S8 5.8寸（4G+64G）,4038.00,支持内存卡,2000mAh-2999mAh,"黑色,紫色,蓝色,银色,粉色,金色,谜夜黑,莱茵蓝,夕雾紫",800万-1599万,N/A,https://item.jd.com/18337882305.html
三星（SAMSUNG） Folder2 SM-G1650 国行全网通4G 智能机翻盖手机 尊崇黑 国行全网通 2GB+16GB,1799.00,16GB,1200mAh-1999mAh,"碧玺红,尊贵金,尊崇黑",500万-799万,500万-1199万,https://item.jd.com/21055233577.html
SAMSUNG 【现货速发】三星S9/S9+ 通双曲屏面部虹膜识别 移动联通电信4G手机 迷夜黑 S9 港版 64G,5299.00,64GB,3000mAh-3999mAh,"迷夜黑 S9 港版,夕雾紫 S9 港版,莱茵蓝 S9 港版,迷夜黑 S9+ 港版,夕雾紫 S9+港版,莱茵蓝 S9+ 港版,迷夜黑S9 韩版,莱茵蓝 S9 韩版,夕雾紫S9 韩版,迷夜黑S9+ 韩版,莱茵蓝 S9+ 韩版,夕雾紫S9+ 韩版,赠品无线充，单拍不发货",800万-1599万,N/A,https://item.jd.com/26055226008.html
三星（SAMSUNG） 三星SAMSUNG S8 曲面屏全网通64G双曲屏防水手机海外版 枫叶金 港版全网通64G,3958.00,64GB,3000mAh-3999mAh,"枫叶金,幻紫灰,瑰蜜粉",800万-1599万,无,https://item.jd.com/1986758982.html
三星（SAMSUNG） 【白条6期免息】S9 移动4G+全网通智能手机 夕雾紫 4GB+64GB,5799.00,N/A,N/A,"夕雾紫,迷夜黑",N/A,N/A,https://item.jd.com/25912459466.html
三星（SAMSUNG） 盖乐世Galaxy S8 全网通手机双卡双待 浙江电信 顺丰包邮 谜夜黑4G+64G GALAXY S8 SM-G9500,4449.00,N/A,N/A,"谜夜黑4G+64G,雾屿蓝4G+64G,烟晶灰4G+64G,谜夜黑6G+128G,烟晶灰6G+128G",N/A,N/A,https://item.jd.com/18228776978.html
三星（SAMSUNG） 新品上市 Galaxy S9/S9+ 全网通5.8寸智能手机现货 S9 夕雾紫 港版全网通 64GB,4928.00,N/A,N/A,"S9 夕雾紫,S9+ 夕雾紫,S9 莱茵蓝,S9+ 莱茵蓝,S9 迷夜黑,S9+ 迷夜黑",N/A,N/A,https://item.jd.com/25679992890.html
SAMSUNG 三星S8/S8+/S9/S9+ 移动联通电信全网通4G 曲面屏智能手机 S9 莱茵蓝 64G 港版,4899.00,64GB,3000mAh-3999mAh,"S9 夕雾紫 64G 港版,S9 谜底黑 64G 港版,S9 莱茵蓝 64G 港版,S9+ 夕雾紫 64G 港版,S9+ 谜底黑 64G 港版,S9+ 莱茵蓝 64G 港版,S8 烟晶灰  4G+64G  （港版）,S8 绮梦金  4G+64G （港版）,S8+ 烟晶灰  4G+64G （港版）,S8+ 雾屿蓝  6G+128G （港版）,S8+ 瑰蜜粉  6G+128G  （港版）,S8+ 谜夜黑 6G+128G （港版）,S8+ 烟晶灰 6G+128G （港版）",800万-1599万,2000万及以上,https://item.jd.com/1989753248.html
SAMSUNG （三星）GALAXY S9/S9+ 全网通4G 双卡双待 曲屏智能手机 S9+ 夕雾紫 256G 港版现货,6699.00,N/A,N/A,"S9 夕雾紫 64G,S9 谜底黑 64G,S9 莱茵蓝 64G,S9 夕雾紫 128G,S9 谜底黑 128G,S9 莱茵蓝 128G,S9 夕雾紫 256G,S9 谜底黑 256G,S9 莱茵蓝 256G,S9+ 夕雾紫 64G,S9+ 谜底黑 64G,S9+ 莱茵蓝 64G,S9+ 夕雾紫 128G,S9+ 谜底黑 128G,S9+ 莱茵蓝 128G,S9+ 夕雾紫 256G,S9+ 谜底黑 256G,S9+ 莱茵蓝 256G",N/A,N/A,https://item.jd.com/26195322059.html
SAMSUNG （三星）GALAXY S9/S9+ 全网通4G 双卡双待 曲屏智能手机 S9 夕雾紫 64G 港版现货,4899.00,N/A,N/A,"S9 夕雾紫 64G,S9 谜底黑 64G,S9 莱茵蓝 64G,S9 夕雾紫 128G,S9 谜底黑 128G,S9 莱茵蓝 128G,S9 夕雾紫 256G,S9 谜底黑 256G,S9 莱茵蓝 256G,S9+ 夕雾紫 64G,S9+ 谜底黑 64G,S9+ 莱茵蓝 64G,S9+ 夕雾紫 128G,S9+ 谜底黑 128G,S9+ 莱茵蓝 128G,S9+ 夕雾紫 256G,S9+ 谜底黑 256G,S9+ 莱茵蓝 256G",N/A,N/A,https://item.jd.com/26194117537.html
三星Samsung GALAXY S8  S8+ Plus 64GB+4G双卡联通移动手机 幻紫灰 S8+ Plus (G955FD),5388.00,64GB,3000mAh-3999mAh,"枫叶金,幻紫灰,星夜黑",800万-1599万,N/A,https://item.jd.com/1986695648.html
三星（SAMSUNG） Galaxy 新款上市 S9/S9+  S8/S8+ s8+午夜黑 港版三网64GB(代刷国行系统）,5088.00,64GB,3000mAh-3999mAh,"s8+瑰丽粉,s8+午夜黑,s8+幻紫灰,s8+珊瑚蓝,S9 夕雾紫,S9 迷夜黑,S9 莱茵蓝,S9+ 夕雾紫,S9+ 迷夜黑,S9+ 莱茵蓝,购机后可购买（单拍不发货）,补差价专用",800万-1599万,1200万-1999万,https://item.jd.com/1989729861.html
三星（SAMSUNG） S8/S8+/S9/S9+ 原装港版全网通双曲屏面部虹膜识别手机 S8绮梦金【港版现货】 128GB【不带发票】,5699.00,N/A,N/A,"S8绮梦金【港版现货】,S8烟晶灰【港版现货】,S8芭比粉【港版现货】,S8雾屿蓝【港版现货】,S8谜夜黑【港版现货】,S8+绮梦金【港版现货】,S8+烟晶灰【港版现货】,S8+芭比粉【港版现货】,S8+雾屿蓝【港版现货】,S8+谜夜黑【港版现货】,S9夕雾紫【港版现货】,S9迷夜黑【港版现货】,S9莱茵蓝【港版现货】,S9+夕雾紫【港版现货】,S9+迷夜黑【港版现货】,S9+莱茵蓝【港版现货】",N/A,N/A,https://item.jd.com/26227597098.html
三星Galaxy S9,5799.00,64GB,3000mAh-3999mAh,黑色系,800万-1599万,1200万-1999万,https://item.jd.com/6839501.html
三星Galaxy S9,5799.00,64GB,3000mAh-3999mAh,紫色系,800万-1599万,1200万-1999万,https://item.jd.com/6626034.html
三星Galaxy S9,5799.00,64GB,3000mAh-3999mAh,紫色系,800万-1599万,1200万-1999万,https://item.jd.com/6839503.html
三星Galaxy S9,5799.00,64GB,3000mAh-3999mAh,黑色系,800万-1599万,1200万-1999万,https://item.jd.com/6839499.html
三星Galaxy S9,5799.00,64GB,3000mAh-3999mAh,紫色系,800万-1599万,1200万-1999万,https://item.jd.com/6799819.html
三星Galaxy S9,5799.00,64GB,3000mAh-3999mAh,黑色系,800万-1599万,1200万-1999万,https://item.jd.com/6586314.html
三星Galaxy S9,5799.00,64GB,3000mAh-3999mAh,"谜夜黑,夕雾紫,莱茵蓝",800万-1599万,1200万-1999万,https://item.jd.com/6840417.html
三星Galaxy S9+,6699.00,64GB,3000mAh-3999mAh,黑色系,800万-1599万,1200万-1999万,https://item.jd.com/6626042.html
三星Galaxy S9+,6699.00,64GB,3000mAh-3999mAh,紫色系,800万-1599万,1200万-1999万,https://item.jd.com/6626036.html
守护宝直板双卡老人机移动大字大声大屏老年机学生备用机 黑色（移动联通）,268.00,8GB以下,1200mAh以下,"红色（移动联通）,黑色（移动联通）,金色（移动联通）,白色（电信）,黑色（电信）",无,无,https://item.jd.com/18984785870.html
三星Galaxy S9+,6699.00,64GB,3000mAh-3999mAh,黑色系,800万-1599万,1200万-1999万,https://item.jd.com/6839513.html
三星（SAMSUNG） S8/S8+/S9/S9+ 原装港版全网通双曲屏面部虹膜识别手机 S8绮梦金【港版现货】 128GB【不带发票】,5699.00,N/A,N/A,"S8绮梦金【港版现货】,S8烟晶灰【港版现货】,S8芭比粉【港版现货】,S8雾屿蓝【港版现货】,S8谜夜黑【港版现货】,S8+绮梦金【港版现货】,S8+烟晶灰【港版现货】,S8+芭比粉【港版现货】,S8+雾屿蓝【港版现货】,S8+谜夜黑【港版现货】,S9夕雾紫【港版现货】,S9迷夜黑【港版现货】,S9莱茵蓝【港版现货】,S9+夕雾紫【港版现货】,S9+迷夜黑【港版现货】,S9+莱茵蓝【港版现货】",N/A,N/A,https://item.jd.com/26227597098.html
三星Galaxy S9,5799.00,64GB,3000mAh-3999mAh,黑色系,800万-1599万,1200万-1999万,https://item.jd.com/6839501.html
三星Galaxy S9,5799.00,64GB,3000mAh-3999mAh,紫色系,800万-1599万,1200万-1999万,https://item.jd.com/6626034.html
三星Galaxy S9,5799.00,64GB,3000mAh-3999mAh,紫色系,800万-1599万,1200万-1999万,https://item.jd.com/6839503.html
三星Galaxy S9,5799.00,64GB,3000mAh-3999mAh,黑色系,800万-1599万,1200万-1999万,https://item.jd.com/6839499.html
三星Galaxy S9,5799.00,64GB,3000mAh-3999mAh,紫色系,800万-1599万,1200万-1999万,https://item.jd.com/6799819.html
三星Galaxy S9,5799.00,64GB,3000mAh-3999mAh,黑色系,800万-1599万,1200万-1999万,https://item.jd.com/6586314.html
三星Galaxy S9,5799.00,64GB,3000mAh-3999mAh,"谜夜黑,夕雾紫,莱茵蓝",800万-1599万,1200万-1999万,https://item.jd.com/6840417.html
三星Galaxy S9+,6699.00,64GB,3000mAh-3999mAh,黑色系,800万-1599万,1200万-1999万,https://item.jd.com/6626042.html
三星Galaxy S9+,6699.00,64GB,3000mAh-3999mAh,紫色系,800万-1599万,1200万-1999万,https://item.jd.com/6626036.html
守护宝直板双卡老人机移动大字大声大屏老年机学生备用机 黑色（移动联通）,268.00,8GB以下,1200mAh以下,"红色（移动联通）,黑色（移动联通）,金色（移动联通）,白色（电信）,黑色（电信）",无,无,https://item.jd.com/18984785870.html
三星Galaxy S9+,6699.00,64GB,3000mAh-3999mAh,黑色系,800万-1599万,1200万-1999万,https://item.jd.com/6839513.html
三星Galaxy S9+,6699.00,64GB,3000mAh-3999mAh,紫色系,800万-1599万,1200万-1999万,https://item.jd.com/6839505.html
三星Galaxy S9+,6699.00,64GB,3000mAh-3999mAh,"谜夜黑,夕雾紫",800万-1599万,1200万-1999万,https://item.jd.com/6799803.html
三星Galaxy S9,6099.00,128GB,3000mAh-3999mAh,浅蓝色系,800万-1599万,1200万-1999万,https://item.jd.com/6839497.html
三星Galaxy S9,5799.00,64GB,3000mAh-3999mAh,黑色系,800万-1599万,1200万-1999万,https://item.jd.com/6839531.html
三星Galaxy S9+,6999.00,128GB,3000mAh-3999mAh,紫色系,800万-1599万,1200万-1999万,https://item.jd.com/6839485.html
三星Galaxy S9+,6999.00,128GB,3000mAh-3999mAh,浅蓝色系,800万-1599万,1200万-1999万,https://item.jd.com/6839507.html
三星Galaxy S9,6099.00,128GB,3000mAh-3999mAh,黑色系,800万-1599万,1200万-1999万,https://item.jd.com/6839515.html
三星Galaxy S9,5799.00,64GB,3000mAh-3999mAh,紫色系,800万-1599万,1200万-1999万,https://item.jd.com/6839509.html
三星Galaxy S9+,6999.00,128GB,3000mAh-3999mAh,紫色系,800万-1599万,1200万-1999万,https://item.jd.com/6626030.html
三星Galaxy S9,6099.00,128GB,3000mAh-3999mAh,紫色系,800万-1599万,1200万-1999万,https://item.jd.com/6839511.html
三星Galaxy S9+,6999.00,128GB,3000mAh-3999mAh,浅蓝色系,800万-1599万,1200万-1999万,https://item.jd.com/6626044.html
三星Galaxy S9,5799.00,64GB,3000mAh-3999mAh,"谜夜黑,夕雾紫",800万-1599万,1200万-1999万,https://item.jd.com/6799825.html
三星Galaxy S9+,6999.00,128GB,3000mAh-3999mAh,黑色系,800万-1599万,1200万-1999万,https://item.jd.com/6839529.html
三星Galaxy S9,6099.00,128GB,3000mAh-3999mAh,浅蓝色系,800万-1599万,1200万-1999万,https://item.jd.com/6626032.html
三星Galaxy S9,5799.00,64GB,3000mAh-3999mAh,紫色系,800万-1599万,1200万-1999万,https://item.jd.com/6626046.html
三星Galaxy S9,5799.00,64GB,3000mAh-3999mAh,黑色系,800万-1599万,1200万-1999万,https://item.jd.com/6626058.html
三星Galaxy S9+,6999.00,128GB,3000mAh-3999mAh,黑色系,800万-1599万,1200万-1999万,https://item.jd.com/6839527.html
三星Galaxy S9,6099.00,128GB,3000mAh-3999mAh,"谜夜黑,夕雾紫,莱茵蓝",800万-1599万,1200万-1999万,https://item.jd.com/6586316.html
三星Galaxy S9,6099.00,128GB,3000mAh-3999mAh,紫色系,800万-1599万,1200万-1999万,https://item.jd.com/6626040.html
三星Galaxy S9,6099.00,128GB,3000mAh-3999mAh,黑色系,800万-1599万,1200万-1999万,https://item.jd.com/6839517.html
三星（SAMSUNG）三星A7000,1279.00,16GB,2000mAh-2999mAh,"金色,黑色",500万-799万,1200万-1999万,https://item.jd.com/16883573690.html
三星SM-G9600/DS,5799.00,128GB,3000mAh-3999mAh,"莱茵蓝,夕雾紫,谜夜黑",800万-1599万,1200万-1999万,https://item.jd.com/26227266235.html
三星SM-G9550,6299.00,128GB,3000mAh-3999mAh,"勃艮第色,烟晶灰,迷夜黑",800万-1599万,1200万-1999万,https://item.jd.com/26221037483.html
三星SM-G9650/DS,6699.00,128GB,3000mAh-3999mAh,"莱茵蓝,夕雾紫,谜夜黑",800万-1599万,1200万-1999万,https://item.jd.com/26228065192.html
三星（SAMSUNG）S9/S9+,5499.00,4GB,3000mAh-3999mAh,"S9 谜夜黑【现货】4G运行内存,S9 莱茵蓝【现货】4G运行内存,S9 夕雾紫【现货】4G运行内存,S9+ 谜夜黑【现货】6G运行内存,S9+ 莱茵蓝【现货】6G运行内存,S9+ 夕雾紫【现货】6G运行内存",800万-1599万,1200万-1999万,https://item.jd.com/1980081111.html
SAMSUNGS9/S9+,9999.00,N/A,N/A,"S9黑色,S9紫色,S9+黑色,S9+紫色,S9+蓝色",800万-1599万,1200万-1999万,https://item.jd.com/26052596973.html
三星（SAMSUNG）SM-G9650/DS,6699.00,128GB,3000mAh-3999mAh,"莱茵蓝,夕雾紫,谜夜黑",800万-1599万,1200万-1999万,https://item.jd.com/26225953107.html
三星（SAMSUNG）Galaxy S9,5588.00,64GB,3000mAh-3999mAh,"莱茵蓝,夕雾紫,谜夜黑",800万-1599万,1200万-1999万,https://item.jd.com/26193426494.html
三星（SAMSUNG）SM-G9600/DS,6099.00,128GB,3000mAh-3999mAh,"莱茵蓝,夕雾紫,谜夜黑",800万-1599万,1200万-1999万,https://item.jd.com/26223628147.html
三星（SAMSUNG）Galaxy C5,1728.00,32GB,2000mAh-2999mAh,"枫叶金,蔷薇粉,皓月银,烟雨灰",800万-1599万,1200万-1999万,https://item.jd.com/12737434190.html
三星（SAMSUNG） Galaxy C5 Pro（C5010）4GB+64GB版全网通 黑 全网通,2099.00,64GB,2000mAh-2999mAh,"黑,蓝,金,粉",1600万及以上,N/A,https://item.jd.com/1995384194.html
三星（SAMSUNG） Galaxy C7 Pro 移动联通电信4G 双卡双待 枫叶金 全网通(4G+64G),2399.00,64GB,3000mAh-3999mAh,"枫叶金,苍海蓝,蔷薇粉",1600万及以上,1200万-1999万,https://item.jd.com/19737806867.html
三星（SAMSUNG） SM-G3818 移动3G联通电信老人机手机正品触屏大字大声智能 移动联通版 3818白,399.00,N/A,1200mAh以下,"移动联通版 3818黑,移动联通版 3818白,电信版 3819D黑,电信版 3819D白",N/A,N/A,https://item.jd.com/1994095900.html
三星（SAMSUNG） Galaxy On5 （G5700） 3GB+32GB 全网通 流沙金 全网通,1399.00,32GB,2000mAh-2999mAh,"流沙金,钛岩黑,嫣霞粉",800万-1599万,1200万-1999万,https://item.jd.com/1995393309.html
三星（SAMSUNG） 三星S8（4GB+64GB）全网通手机无限流量手机流量免费使用 套餐一：送大重庆流量无限卡（无承诺期） 谜夜黑,4988.00,N/A,N/A,"套餐一：送大重庆流量无限卡（无承诺期）,套餐二：大重庆流量无限卡预存16个月送8个月",N/A,N/A,https://item.jd.com/25215513296.html
三星（SAMSUNG） 三星（Samsung）Galaxy J7 J700H 8GB 金色,1579.00,8GB,2000mAh-2999mAh,"金色,黑色,白色",N/A,N/A,https://item.jd.com/1977548153.html
全球购 Samsung 三星 SM-J3110 J3 pro 移动 联通 双4G 公开版 J3110 金色,1099.00,16GB,2000mAh-2999mAh,"J3110 金色,J3110 银色",无,无,https://item.jd.com/1978152478.html
创星（手机） R9超薄超小迷你卡片手机移动联通智能备用男女儿童学生手机 蓝色 8G内存,298.00,N/A,N/A,"红色,金色,绿色,蓝色,黑色",N/A,N/A,https://item.jd.com/20110294078.html
三星（SAMSUNG） Galaxy C7 Pro（C7010）4GB+64G 全网通 金 全网通,2399.00,64GB,3000mAh-3999mAh,"金,蓝,粉",1600万及以上,N/A,https://item.jd.com/1995385991.html
